id;language_code;display_language_code;name
2966;so;ar;الصومالية
2967;so;bs;Somali
2968;so;bg;Сомалийски
2969;so;ca;Somali
2970;so;cs;Somali
2971;so;sk;Somálčina
2972;so;cy;Somali
2973;so;da;Somali
2974;so;el;Somali
2975;so;eo;Somali
2976;so;et;Somali
2977;so;eu;Somali
2978;so;fa;Somali
2979;so;fi;somali
2980;so;ga;Somali
2981;so;he;סומלית
2982;so;hi;Somali
2983;so;hr;Somalijski
2984;so;hu;szomáli
2985;so;hy;Somali
2986;so;id;Somali
2987;so;is;Somali
2988;so;it;Somalo
2989;so;ja;ソマリ語
2990;so;ko;소말리아어
2991;so;ku;Somali
2992;so;la;Somali
2993;so;lv;Somali
2994;so;lt;Somali
2995;so;mk;Somali
2996;so;mt;Somali
2997;so;mn;Somali
2998;so;ne;Somali
2999;so;nl;Somalisch
3000;so;nb;Somali
3001;so;pa;Somali
3002;so;pl;somalijski
3003;so;pt-pt;Somali
3004;so;pt-br;Somali
3005;so;qu;Somali
3006;so;ro;Somaleză
3007;so;ru;Сомалийский
3008;so;sl;Somalski
3009;so;so;Somali
3010;so;sq;Somali
3011;so;sr;Сомалијски
3012;so;sv;Somaliska
3013;so;ta;Somali
3014;so;th;โซมาลี
3015;so;tr;Somalice
3016;so;uk;Somali
3017;so;ur;Somali
3018;so;uz;Somali
3019;so;vi;Somali
3020;so;yi;Somali
3021;so;zh-hans;索马里语
3022;so;zu;Somali
3023;so;zh-hant;索馬里語
3024;so;ms;Somali
3025;sq;en;Albanian
3026;sq;es;Albanés
3027;sq;de;Albanisch
3028;sq;fr;Albanais
3029;sq;ar;الألبانية
3030;sq;bs;Albanian
3031;sq;bg;Албански
3032;sq;ca;Albanian
3033;sq;cs;Albánský
3034;sq;sk;Albánčina
3035;sq;cy;Albanian
3036;sq;da;Albanian
3037;sq;el;Αλβανικα
3038;sq;eo;Albanian
3039;sq;et;Albanian
3040;sq;eu;Albanian
3041;sq;fa;Albanian
3042;sq;fi;albania
3043;sq;ga;Albanian
3044;sq;he;אלבנית
3045;sq;hi;Albanian
3046;sq;hr;Albanac
3047;sq;hu;albán
3048;sq;hy;Albanian
3049;sq;id;Albanian
3050;sq;is;Albanian
3051;sq;it;Albanese
3052;sq;ja;アルバニア語
3053;sq;ko;알바니아어
3054;sq;ku;Albanian
3055;sq;la;Albanian
3056;sq;lv;Albanian
3057;sq;lt;Albanian
3058;sq;mk;Albanian
3059;sq;mt;Albanian
3060;sq;mn;Albanian
3061;sq;ne;Albanian
3062;sq;nl;Albaans
3063;sq;nb;Albansk
3064;sq;pa;Albanian
3065;sq;pl;albański
3066;sq;pt-pt;Albanês
3067;sq;pt-br;Albanês
3068;sq;qu;Albanian
3069;sq;ro;Albaneză
3070;sq;ru;Албанский
3071;sq;sl;Albanski
3072;sq;so;Albanian
3073;sq;sq;Albanian
3074;sq;sr;албански
3075;sq;sv;Albanska
3076;sq;ta;Albanian
3077;sq;th;อัลเบเนีย
3078;sq;tr;Arnavutça
3079;sq;uk;Albanian
3080;sq;ur;Albanian
3081;sq;uz;Albanian
3082;sq;vi;Albanian
3083;sq;yi;Albanian
3084;sq;zh-hans;阿尔巴尼亚语
3085;sq;zu;Albanian
3086;sq;zh-hant;阿爾巴尼亞語
3087;sq;ms;Albanian
3088;sr;en;Serbian
3089;sr;es;Serbio
3090;sr;de;Serbisch
3091;sr;fr;Serbe
3092;sr;ar;الصربية
3093;sr;bs;Serbian
3094;sr;bg;Сръбски
3095;sr;ca;Serbian
3096;sr;cs;Srbský
3097;sr;sk;Srbština
3098;sr;cy;Serbian
3099;sr;da;Serbian
3100;sr;el;Σερβικα
3101;sr;eo;Serbian
3102;sr;et;Serbian
3103;sr;eu;Serbian
3104;sr;fa;Serbian
3105;sr;fi;serbia
3106;sr;ga;Serbian
3107;sr;he;סרבית
3108;sr;hi;Serbian
3109;sr;hr;Srpski
3110;sr;hu;szerb
3111;sr;hy;Serbian
3112;sr;id;Serbian
3113;sr;is;Serbian
3114;sr;it;Serbo
3115;sr;ja;セルビア語
3116;sr;ko;세르비아어
3117;sr;ku;Serbian
3118;sr;la;Serbian
3119;sr;lv;Serbian
3120;sr;lt;Serbian
3121;sr;mk;Serbian
3122;sr;mt;Serbian
3123;sr;mn;Serbian
3124;sr;ne;Serbian
3125;sr;nl;Servisch
3126;sr;nb;Serbisk
3127;sr;pa;Serbian
3128;sr;pl;serbski
3129;sr;pt-pt;Sérvio
3130;sr;pt-br;Sérvio
3131;sr;qu;Serbian
3132;sr;ro;Sârbă
3133;sr;ru;Сербский
3134;sr;sl;Srbski
3135;sr;so;Serbian
3136;sr;sq;Serbian
3137;sr;sr;српски
3138;sr;sv;Serbiska
3139;sr;ta;Serbian
3140;sr;th;เซอร์เบีย
3141;sr;tr;Sırpça
3142;sr;uk;Serbian
3143;sr;ur;Serbian
3144;sr;uz;Serbian
3145;sr;vi;Serbian
3146;sr;yi;Serbian
3147;sr;zh-hans;赛尔维亚语
3148;sr;zu;Serbian
3149;sr;zh-hant;賽爾維亞語
3150;sr;ms;Serbian
3151;sv;en;Swedish
3152;sv;es;Sueco
3153;sv;de;Schwedisch
3154;sv;fr;Suédois
3155;sv;ar;السويدية
3156;sv;bs;Swedish
3157;sv;bg;Шведски
3158;sv;ca;Swedish
3159;sv;cs;Švédský
3160;sv;sk;Švédština
3161;sv;cy;Swedish
3162;sv;da;Swedish
3163;sv;el;Σουηδικη
3164;sv;eo;Swedish
3165;sv;et;Swedish
3166;sv;eu;Swedish
3167;sv;fa;Swedish
3168;sv;fi;ruotsi
3169;sv;ga;Swedish
3170;sv;he;שוודית
3171;sv;hi;Swedish
3172;sv;hr;švedski
3173;sv;hu;svéd
3174;sv;hy;Swedish
3175;sv;id;Swedish
3176;sv;is;Swedish
3177;sv;it;Svedese
3178;sv;ja;スウェーデン語
3179;sv;ko;스웨덴어
3180;sv;ku;Swedish
3181;sv;la;Swedish
3182;sv;lv;Swedish
3183;sv;lt;Swedish
3184;sv;mk;Swedish
3185;sv;mt;Swedish
3186;sv;mn;Swedish
3187;sv;ne;Swedish
3188;sv;nl;Zweeds
3189;sv;nb;Swedish
3190;sv;pa;Swedish
3191;sv;pl;szwedzki
3192;sv;pt-pt;Sueco
3193;sv;pt-br;Sueco
3194;sv;qu;Swedish
3195;sv;ro;Suedeză
3196;sv;ru;Шведский
3197;sv;sl;Švedščina
3198;sv;so;Swedish
3199;sv;sq;Swedish
3200;sv;sr;шведски
3201;sv;sv;Svenska
3202;sv;ta;Swedish
3203;sv;th;สวีเดน
3204;sv;tr;İsveççe
3205;sv;uk;Swedish
3206;sv;ur;Swedish
3207;sv;uz;Swedish
3208;sv;vi;Swedish
3209;sv;yi;Swedish
3210;sv;zh-hans;瑞典语
3211;sv;zu;Swedish
3212;sv;zh-hant;瑞典語
3213;sv;ms;Swedish
3214;ta;en;Tamil
3215;ta;es;Tamil
3216;ta;de;Tamil
3217;ta;fr;Tamoul
3218;ta;ar;التاميلية
3219;ta;bs;Tamil
3220;ta;bg;Тамилски
3221;ta;ca;Tamil
3222;ta;cs;Tamil
3223;ta;sk;Tamilčina
3224;ta;cy;Tamil
3225;ta;da;Tamil
3226;ta;el;Ταμιλ
3227;ta;eo;Tamil
3228;ta;et;Tamil
3229;ta;eu;Tamil
3230;ta;fa;Tamil
3231;ta;fi;tamili
3232;ta;ga;Tamil
3233;ta;he;טמילית
3234;ta;hi;Tamil
3235;ta;hr;Tamil
3236;ta;hu;tamil
3237;ta;hy;Tamil
3238;ta;id;Tamil
3239;ta;is;Tamil
3240;ta;it;Tamil
3241;ta;ja;タミル語
3242;ta;ko;타밀어
3243;ta;ku;Tamil
3244;ta;la;Tamil
3245;ta;lv;Tamil
3246;ta;lt;Tamil
3247;ta;mk;Tamil
3248;ta;mt;Tamil
3249;ta;mn;Tamil
3250;ta;ne;Tamil
3251;ta;nl;Tamil
3252;ta;nb;Tamil
3253;ta;pa;Tamil
3254;ta;pl;tamilski
3255;ta;pt-pt;Tamil
3256;ta;pt-br;Tamil
3257;ta;qu;Tamil
3258;ta;ro;Tamilă
3259;ta;ru;Тамильский
3260;ta;sl;Tamilščina
3261;ta;so;Tamil
3262;ta;sq;Tamil
3263;ta;sr;тамилски
3264;ta;sv;Tamil
3265;ta;ta;Tamil
3266;ta;th;ทมิฬ
3267;ta;tr;Tamil dili
3268;ta;uk;Tamil
3269;ta;ur;Tamil
3270;ta;uz;Tamil
3271;ta;vi;Tamil
3272;ta;yi;Tamil
3273;ta;zh-hans;泰米尔语
3274;ta;zu;Tamil
3275;ta;zh-hant;泰米爾語
3276;ta;ms;Tamil
3277;th;en;Thai
3278;th;es;Tailandés
3279;th;de;Thai
3280;th;fr;Thaï
3281;th;ar;التايلندية
3282;th;bs;Thai
3283;th;bg;Тайски
3284;th;ca;Thai
3285;th;cs;Thai
3286;th;sk;Thajština
3287;th;cy;Thai
3288;th;da;Thai
3289;th;el;Thai
3290;th;eo;Thai
3291;th;et;Thai
3292;th;eu;Thai
3293;th;fa;Thai
3294;th;fi;thai
3295;th;ga;Thai
3296;th;he;תאילנדית
3297;th;hi;Thai
3298;th;hr;Thai
3299;th;hu;tájföldi
3300;th;hy;Thai
3301;th;id;Thai
3302;th;is;Thai
3303;th;it;Thai
3304;th;ja;タイ語
3305;th;ko;태국어
3306;th;ku;Thai
3307;th;la;Thai
3308;th;lv;Thai
3309;th;lt;Thai
3310;th;mk;Thai
3311;th;mt;Thai
3312;th;mn;Thai
3313;th;ne;Thai
3314;th;nl;Thai
3315;th;nb;Thai
3316;th;pa;Thai
3317;th;pl;tajski
3318;th;pt-pt;Tailandês
3319;th;pt-br;Tailandês
3320;th;qu;Thai
3321;th;ro;Tailandeză
3322;th;ru;Тайский
3323;th;sl;Tajski
3324;th;so;Thai
3325;th;sq;Thai
3326;th;sr;Тајландски
3327;th;sv;Thailändska
3328;th;ta;Thai
3329;th;th;ไทย
3330;th;tr;Tayca
3331;th;uk;Thai
3332;th;ur;Thai
3333;th;uz;Thai
3334;th;vi;Thai
3335;th;yi;Thai
3336;th;zh-hans;泰语
3337;th;zu;Thai
3338;th;zh-hant;泰語
3339;th;ms;Thai
3340;tr;en;Turkish
3341;tr;es;Turco
3342;tr;de;Türkisch
3343;tr;fr;Turc
3344;tr;ar;التركية
3345;tr;bs;Turkish
3346;tr;bg;Турски
3347;tr;ca;Turkish
3348;tr;cs;Turečtina
3349;tr;sk;Turečtina
3350;tr;cy;Turkish
3351;tr;da;Turkish
3352;tr;el;Τουρκικα
3353;tr;eo;Turkish
3354;tr;et;Turkish
3355;tr;eu;Turkish
3356;tr;fa;Turkish
3357;tr;fi;turkki
3358;tr;ga;Turkish
3359;tr;he;תורכית
3360;tr;hi;Turkish
3361;tr;hr;Turski
3362;tr;hu;török
3363;tr;hy;Turkish
3364;tr;id;Turkish
3365;tr;is;Turkish
3366;tr;it;Turco
3367;tr;ja;トルコ語
3368;tr;ko;터어키어
3369;tr;ku;Turkish
3370;tr;la;Turkish
3371;tr;lv;Turkish
3372;tr;lt;Turkish
3373;tr;mk;Turkish
3374;tr;mt;Turkish
3375;tr;mn;Turkish
3376;tr;ne;Turkish
3377;tr;nl;Turks
3378;tr;nb;Turkish
3379;tr;pa;Turkish
3380;tr;pl;turecki
3381;tr;pt-pt;Turco
3382;tr;pt-br;Turco
3383;tr;qu;Turkish
3384;tr;ro;Turcă
3385;tr;ru;Турецкий
3386;tr;sl;Turščina
3387;tr;so;Turkish
3388;tr;sq;Turkish
3389;tr;sr;турски
3390;tr;sv;Turkiska
3391;tr;ta;Turkish
3392;tr;th;ตุรกี
3393;tr;tr;Türkçe
3394;tr;uk;Turkish
3395;tr;ur;Turkish
3396;tr;uz;Turkish
3397;tr;vi;Turkish
3398;tr;yi;Turkish
3399;tr;zh-hans;土耳其语
3400;tr;zu;Turkish
3401;tr;zh-hant;土耳其語
3402;tr;ms;Turkish
3403;uk;en;Ukrainian
3404;uk;es;Ucraniano
3405;uk;de;Ukrainisch
3406;uk;fr;Ukrainien
3407;uk;ar;الأوكرانية
3408;uk;bs;Ukrainian
3409;uk;bg;Украински
3410;uk;ca;Ukrainian
3411;uk;cs;Ukrajinský
3412;uk;sk;Ukrajinčina
3413;uk;cy;Ukrainian
3414;uk;da;Ukrainian
3415;uk;el;Ουκρανικα
3416;uk;eo;Ukrainian
3417;uk;et;Ukrainian
3418;uk;eu;Ukrainian
3419;uk;fa;Ukrainian
3420;uk;fi;ukraina
3421;uk;ga;Ukrainian
3422;uk;he;אוקראינית
3423;uk;hi;Ukrainian
3424;uk;hr;Ukrajinski
3425;uk;hu;ukrán
3426;uk;hy;Ukrainian
3427;uk;id;Ukrainian
3428;uk;is;Ukrainian
3429;uk;it;Ucraino
3430;uk;ja;ウクライナ語
3431;uk;ko;우크라이나어
3432;uk;ku;Ukrainian
3433;uk;la;Ukrainian
3434;uk;lv;Ukrainian
3435;uk;lt;Ukrainian
3436;uk;mk;Ukrainian
3437;uk;mt;Ukrainian
3438;uk;mn;Ukrainian
3439;uk;ne;Ukrainian
3440;uk;nl;Oekraïens
3441;uk;nb;Ukrainsk
3442;uk;pa;Ukrainian
3443;uk;pl;ukraiński
3444;uk;pt-pt;Ucraniano
3445;uk;pt-br;Ucraniano
3446;uk;qu;Ukrainian
3447;uk;ro;Ucrainiană
3448;uk;ru;Украинский
3449;uk;sl;Ukrajinski
3450;uk;so;Ukrainian
3451;uk;sq;Ukrainian
3452;uk;sr;украјински
3453;uk;sv;Ukrainska
3454;uk;ta;Ukrainian
3455;uk;th;ยูเครน
3456;uk;tr;Ukraynaca
3457;uk;uk;Ukrainian
3458;uk;ur;Ukrainian
3459;uk;uz;Ukrainian
3460;uk;vi;Ukrainian
3461;uk;yi;Ukrainian
3462;uk;zh-hans;乌克兰语
3463;uk;zu;Ukrainian
3464;uk;zh-hant;烏克蘭語
3465;uk;ms;Ukrainian
3466;ur;en;Urdu
3467;ur;es;Urdu
3468;ur;de;Urdu
3469;ur;fr;Ourdu
3470;ur;ar;الأردية
3471;ur;bs;Urdu
3472;ur;bg;Урду
3473;ur;ca;Urdu
3474;ur;cs;Urdu
3475;ur;sk;Urdština
3476;ur;cy;Urdu
3477;ur;da;Urdu
3478;ur;el;Ουρντου
3479;ur;eo;Urdu
3480;ur;et;Urdu
3481;ur;eu;Urdu
3482;ur;fa;Urdu
3483;ur;fi;urdu
3484;ur;ga;Urdu
3485;ur;he;אורדו
3486;ur;hi;Urdu
3487;ur;hr;Urdu
3488;ur;hu;urdu
3489;ur;hy;Urdu
3490;ur;id;Urdu
3491;ur;is;Urdu
3492;ur;it;Urdu
3493;ur;ja;ウルドゥー語
3494;ur;ko;우르두어
3495;ur;ku;Urdu
3496;ur;la;Urdu
3497;ur;lv;Urdu
3498;ur;lt;Urdu
3499;ur;mk;Urdu
3500;ur;mt;Urdu
3501;ur;mn;Urdu
3502;ur;ne;Urdu
3503;ur;nl;Urdu
3504;ur;nb;Urdu
3505;ur;pa;Urdu
3506;ur;pl;urdu
3507;ur;pt-pt;Urdu
3508;ur;pt-br;Urdu
3509;ur;qu;Urdu
3510;ur;ro;Urdu
3511;ur;ru;Урду
3512;ur;sl;Urdujščina
3513;ur;so;Urdu
3514;ur;sq;Urdu
3515;ur;sr;урду
3516;ur;sv;Urdu
3517;ur;ta;Urdu
3518;ur;th;อุรดู
3519;ur;tr;Urduca
3520;ur;uk;Urdu
3521;ur;ur;اردو
3522;ur;uz;Urdu
3523;ur;vi;Urdu
3524;ur;yi;Urdu
3525;ur;zh-hans;乌尔都语
3526;ur;zu;Urdu
3527;ur;zh-hant;烏爾都語
3528;ur;ms;Urdu
3529;uz;en;Uzbek
3530;uz;es;Uzbeko
3531;uz;de;Usbekisch
3532;uz;fr;Ouzbek
3533;uz;ar;الاوزباكية
3534;uz;bs;Uzbek
3535;uz;bg;Узбекски
3536;uz;ca;Uzbek
3537;uz;cs;Uzbek
3538;uz;sk;Uzbekčina
3539;uz;cy;Uzbek
3540;uz;da;Uzbek
3541;uz;el;Ουζμπεκικα
3542;uz;eo;Uzbek
3543;uz;et;Uzbek
3544;uz;eu;Uzbek
3545;uz;fa;Uzbek
3546;uz;fi;uzbekki
3547;uz;ga;Uzbek
3548;uz;he;אוזבקית
3549;uz;hi;Uzbek
3550;uz;hr;Uzbečki
3551;uz;hu;üzbég
3552;uz;hy;Uzbek
3553;uz;id;Uzbek
3554;uz;is;Uzbek
3555;uz;it;Uzbeco
3556;uz;ja;ウズベク語
3557;uz;ko;우즈베크어
3558;uz;ku;Uzbek
3559;uz;la;Uzbek
3560;uz;lv;Uzbek
3561;uz;lt;Uzbek
3562;uz;mk;Uzbek
3563;uz;mt;Uzbek
3564;uz;mn;Uzbek
3565;uz;ne;Uzbek
3566;uz;nl;Oezbeeks
3567;uz;nb;Usbekisk
3568;uz;pa;Uzbek
3569;uz;pl;uzbecki
3570;uz;pt-pt;Uzbeque
3571;uz;pt-br;Uzbeque
3572;uz;qu;Uzbek
3573;uz;ro;Uzbecă
3574;uz;ru;Узбекский
3575;uz;sl;Uzbek
3576;uz;so;Uzbek
3577;uz;sq;Uzbek
3578;uz;sr;Узбек
3579;uz;sv;Uzbekiska
3580;uz;ta;Uzbek
3581;uz;th;อุซเบก
3582;uz;tr;Özbekçe
3583;uz;uk;Uzbek
3584;uz;ur;Uzbek
3585;uz;uz;Uzbek
3586;uz;vi;Uzbek
3587;uz;yi;Uzbek
3588;uz;zh-hans;乌兹别克语
3589;uz;zu;Uzbek
3590;uz;zh-hant;烏茲別克語
3591;uz;ms;Uzbek
3592;vi;en;Vietnamese
3593;vi;es;Vietnamita
3594;vi;de;Vietnamesisch
3595;vi;fr;Vietnamien
3596;vi;ar;الفيتنامية
3597;vi;bs;Vietnamese
3598;vi;bg;Виетнамски
3599;vi;ca;Vietnamese
3600;vi;cs;Vietnamský
3601;vi;sk;Vietnamčina
3602;vi;cy;Vietnamese
3603;vi;da;Vietnamese
3604;vi;el;Βιετναμεζικα
3605;vi;eo;Vietnamese
3606;vi;et;Vietnamese
3607;vi;eu;Vietnamese
3608;vi;fa;Vietnamese
3609;vi;fi;vietnam
3610;vi;ga;Vietnamese
3611;vi;he;וייטנאמית
3612;vi;hi;Vietnamese
3613;vi;hr;Vijetnamski
3614;vi;hu;vietnámi
3615;vi;hy;Vietnamese
3616;vi;id;Vietnamese
3617;vi;is;Vietnamese
3618;vi;it;Vietnamita
3619;vi;ja;ベトナム語
3620;vi;ko;베트남어
3621;vi;ku;Vietnamese
3622;vi;la;Vietnamese
3623;vi;lv;Vietnamese
3624;vi;lt;Vietnamese
3625;vi;mk;Vietnamese
3626;vi;mt;Vietnamese
3627;vi;mn;Vietnamese
3628;vi;ne;Vietnamese
3629;vi;nl;Vietnamees
3630;vi;nb;Vietnamesisk
3631;vi;pa;Vietnamese
3632;vi;pl;wietnamski
3633;vi;pt-pt;Vietnamita
3634;vi;pt-br;Vietnamita
3635;vi;qu;Vietnamese
3636;vi;ro;Vietnameză
3637;vi;ru;Вьетнамский
3638;vi;sl;Vietnamščina
3639;vi;so;Vietnamese
3640;vi;sq;Vietnamese
3641;vi;sr;вијетнамски
3642;vi;sv;Vietnamesiska
3643;vi;ta;Vietnamese
3644;vi;th;เวียดนาม
3645;vi;tr;Vietnamca
3646;vi;uk;Vietnamese
3647;vi;ur;Vietnamese
3648;vi;uz;Vietnamese
3649;vi;vi;Tiếng Việt
3650;vi;yi;Vietnamese
3651;vi;zh-hans;越南语
3652;vi;zu;Vietnamese
3653;vi;zh-hant;越南語
3654;vi;ms;Vietnamese
3655;yi;en;Yiddish
3656;yi;es;Yidis
3657;yi;de;Jiddisch
3658;yi;fr;Yiddish
3659;yi;ar;اليديشية
3660;yi;bs;Yiddish
3661;yi;bg;Идиш
3662;yi;ca;Yiddish
3663;yi;cs;Jidiš
3664;yi;sk;Jidiš
3665;yi;cy;Yiddish
3666;yi;da;Yiddish
3667;yi;el;Γιντις
3668;yi;eo;Yiddish
3669;yi;et;Yiddish
3670;yi;eu;Yiddish
3671;yi;fa;Yiddish
3672;yi;fi;jiddi
3673;yi;ga;Yiddish
3674;yi;he;יידיש
3675;yi;hi;Yiddish
3676;yi;hr;Jidiš
3677;yi;hu;jiddis
3678;yi;hy;Yiddish
3679;yi;id;Yiddish
3680;yi;is;Yiddish
3681;yi;it;Yiddish
3682;yi;ja;イディッシュ語
3683;yi;ko;이디시어
3684;yi;ku;Yiddish
3685;yi;la;Yiddish
3686;yi;lv;Yiddish
3687;yi;lt;Yiddish
3688;yi;mk;Yiddish
3689;yi;mt;Yiddish
3690;yi;mn;Yiddish
3691;yi;ne;Yiddish
3692;yi;nl;Jiddisch
3693;yi;nb;Yiddish
3694;yi;pa;Yiddish
3695;yi;pl;jidysz
3696;yi;pt-pt;Yiddish
3697;yi;pt-br;Yiddish
3698;yi;qu;Yiddish
3699;yi;ro;Idiş
3700;yi;ru;Идиш
3701;yi;sl;Jidiš
3702;yi;so;Yiddish
3703;yi;sq;Yiddish
3704;yi;sr;јидиш
3705;yi;sv;Jiddisch
3706;yi;ta;Yiddish
3707;yi;th;ยิชดิช
3708;yi;tr;Eski İbranice
3709;yi;uk;Yiddish
3710;yi;ur;Yiddish
3711;yi;uz;Yiddish
3712;yi;vi;Yiddish
3713;yi;yi;Yiddish
3714;yi;zh-hans;依地语
3715;yi;zu;Yiddish
3716;yi;zh-hant;依地語
3717;yi;ms;Yiddish
3718;zh-hans;en;Chinese (Simplified)
3719;zh-hans;es;Chino simplificado
3720;zh-hans;de;Vereinfachtes Chinesisch
3721;zh-hans;fr;Chinois simplifié
3722;zh-hans;ar;الصينية المبسطة
3723;zh-hans;bs;Chinese (Simplified)
3724;zh-hans;bg;Китайски  (опростен)
3725;zh-hans;ca;Chinese (Simplified)
3726;zh-hans;cs;Čínština ( Zjednodušený )
3727;zh-hans;sk;Zjednodušená Čínština
3728;zh-hans;cy;Chinese (Simplified)
3729;zh-hans;da;Chinese (Simplified)
3730;zh-hans;el;Κινεζικα (Απλοποιημένα)
3731;zh-hans;eo;Chinese (Simplified)
3732;zh-hans;et;Chinese (Simplified)
3733;zh-hans;eu;Chinese (Simplified)
3734;zh-hans;fa;Chinese (Simplified)
3735;zh-hans;fi;kiina
3736;zh-hans;ga;Chinese (Simplified)
3737;zh-hans;he;סינית
3738;zh-hans;hi;Chinese (Simplified)
3739;zh-hans;hr;Kineski (pojednostavljeni)
3740;zh-hans;hu;egyszerűsített kínai
3741;zh-hans;hy;Chinese (Simplified)
3742;zh-hans;id;Chinese (Simplified)
3743;zh-hans;is;Chinese (Simplified)
3744;zh-hans;it;Cinese semplificato
3745;zh-hans;ja;簡体中国語
3746;zh-hans;ko;중국어 간체
3747;zh-hans;ku;Chinese (Simplified)
3748;zh-hans;la;Chinese (Simplified)
3749;zh-hans;lv;Chinese (Simplified)
3750;zh-hans;lt;Chinese (Simplified)
3751;zh-hans;mk;Chinese (Simplified)
3752;zh-hans;mt;Chinese (Simplified)
3753;zh-hans;mn;Chinese (Simplified)
3754;zh-hans;ne;Chinese (Simplified)
3755;zh-hans;nl;Vereenvoudigd Chinees
3756;zh-hans;nb;Kinesisk (forenklet)
3757;zh-hans;pa;Chinese (Simplified)
3758;zh-hans;pl;chiński uproszczony
3759;zh-hans;pt-pt;Chinês (Simplificado)
3760;zh-hans;pt-br;Chinês (Simplificado)
3761;zh-hans;qu;Chinese (Simplified)
3762;zh-hans;ro;Chineza simplificată
3763;zh-hans;ru;Китайский (упрощенный)
3764;zh-hans;sl;Kitajščina (poenostavljena )
3765;zh-hans;so;Chinese (Simplified)
3766;zh-hans;sq;Chinese (Simplified)
3767;zh-hans;sr;Кинески (поједностављени)
3768;zh-hans;sv;Förenklad kinesiska
3769;zh-hans;ta;Chinese (Simplified)
3770;zh-hans;th;จีนประยุกต์
3771;zh-hans;tr;Modern Çince
3772;zh-hans;uk;Chinese (Simplified)
3773;zh-hans;ur;Chinese (Simplified)
3774;zh-hans;uz;Chinese (Simplified)
3775;zh-hans;vi;Chinese (Simplified)
3776;zh-hans;yi;Chinese (Simplified)
3777;zh-hans;zh-hans;简体中文
3778;zh-hans;zu;Chinese (Simplified)
3779;zh-hans;zh-hant;簡體中文
3780;zh-hans;ms;Chinese (Simplified)
3781;zu;en;Zulu
3782;zu;es;Zulú
3783;zu;de;Zulu
3784;zu;fr;Zoulou
3785;zu;ar;الزولو
3786;zu;bs;Zulu
3787;zu;bg;Зулу
3788;zu;ca;Zulu
3789;zu;cs;Zulu
3790;zu;sk;Jazyk Zulu
3791;zu;cy;Zulu
3792;zu;da;Zulu
3793;zu;el;Ζουλου
3794;zu;eo;Zulu
3795;zu;et;Zulu
3796;zu;eu;Zulu
3797;zu;fa;Zulu
3798;zu;fi;zulu
3799;zu;ga;Zulu
3800;zu;he;זולו
3801;zu;hi;Zulu
3802;zu;hr;Zulu
3803;zu;hu;zulu
3804;zu;hy;Zulu
3805;zu;id;Zulu
3806;zu;is;Zulu
3807;zu;it;Zulu
3808;zu;ja;ズールー語
3809;zu;ko;줄루어
3810;zu;ku;Zulu
3811;zu;la;Zulu
3812;zu;lv;Zulu
3813;zu;lt;Zulu
3814;zu;mk;Zulu
3815;zu;mt;Zulu
3816;zu;mn;Zulu
3817;zu;ne;Zulu
3818;zu;nl;Zulu
3819;zu;nb;Zulu
3820;zu;pa;Zulu
3821;zu;pl;zuluski
3822;zu;pt-pt;Zulu
3823;zu;pt-br;Zulu
3824;zu;qu;Zulu
3825;zu;ro;Zulu
3826;zu;ru;Зулу
3827;zu;sl;Zulu
3828;zu;so;Zulu
3829;zu;sq;Zulu
3830;zu;sr;зулу
3831;zu;sv;Zulu
3832;zu;ta;Zulu
3833;zu;th;ซูลู
3834;zu;tr;Zulu dili
3835;zu;uk;Zulu
3836;zu;ur;Zulu
3837;zu;uz;Zulu
3838;zu;vi;Zulu
3839;zu;yi;Zulu
3840;zu;zh-hans;祖鲁语
3841;zu;zu;Zulu
3842;zu;zh-hant;祖魯語
3843;zu;ms;Zulu
3844;zh-hant;en;Chinese (Traditional)
3845;zh-hant;es;Chino tradicional
3846;zh-hant;de;Traditionelles Chinesisch
3847;zh-hant;fr;Chinois traditionnel
3848;zh-hant;ar;الصينية التقليدية
3849;zh-hant;bs;Chinese (Traditional)
3850;zh-hant;bg;Китайски (традиционен)
3851;zh-hant;ca;Chinese (Traditional)
3852;zh-hant;cs;Čínština (tradiční )
3853;zh-hant;sk;Tradičná Čínština
3854;zh-hant;cy;Chinese (Traditional)
3855;zh-hant;da;Chinese (Traditional)
3856;zh-hant;el;Κινεζικα (Παραδοσιακά)
3857;zh-hant;eo;Chinese (Traditional)
3858;zh-hant;et;Chinese (Traditional)
3859;zh-hant;eu;Chinese (Traditional)
3860;zh-hant;fa;Chinese (Traditional)
3861;zh-hant;fi;perinteinen kiina
3862;zh-hant;ga;Chinese (Traditional)
3863;zh-hant;he;סינית מסורתית
3864;zh-hant;hi;Chinese (Traditional)
3865;zh-hant;hr;Kineski (tradicionalni)
3866;zh-hant;hu;hagyományos kínai
3867;zh-hant;hy;Chinese (Traditional)
3868;zh-hant;id;Chinese (Traditional)
3869;zh-hant;is;Chinese (Traditional)
3870;zh-hant;it;Cinese tradizionale
3871;zh-hant;ja;繁体中国語
3872;zh-hant;ko;중국어 번체
3873;zh-hant;ku;Chinese (Traditional)
3874;zh-hant;la;Chinese (Traditional)
3875;zh-hant;lv;Chinese (Traditional)
3876;zh-hant;lt;Chinese (Traditional)
3877;zh-hant;mk;Chinese (Traditional)
3878;zh-hant;mt;Chinese (Traditional)
3879;zh-hant;mn;Chinese (Traditional)
3880;zh-hant;ne;Chinese (Traditional)
